sample_id,feature,value_source,source_url,access_date,status
4,latitude/longitude,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,district/state,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,geological_group,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,formation,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,host_rock,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,ore_type,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,structural_notes,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,geological_age,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,metamorphic_grade,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,label_status,"Wikipedia (Tirodi, Tirodi tehsil); Structural-Stratigraphic Relations paper (ResearchGate)",https://en.wikipedia.org/wiki/Tirodi,2026-09-05,REAL
4,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
5,latitude/longitude,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,district/state,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,geological_group,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,formation,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,host_rock,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,ore_type,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,structural_notes,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,geological_age,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,metamorphic_grade,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,label_status,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
5,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
6,latitude/longitude,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,district/state,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,geological_group,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,formation,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,host_rock,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,ore_type,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,structural_notes,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,geological_age,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,metamorphic_grade,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,label_status,"mindat.org loc-420990; Wikipedia (Mansar, India)",https://www.mindat.org/loc-420990.html,2026-09-05,REAL
6,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
7,latitude/longitude,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,district/state,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,geological_group,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,formation,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,host_rock,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,ore_type,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,structural_notes,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,geological_age,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,metamorphic_grade,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,label_status,Mineragraphic Study of Kandri/Mansar/Beldongri/Satak Mines (scirp.org),https://file.scirp.org/Html/5-2800758_47118.htm,2026-09-05,REAL
7,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
8,latitude/longitude,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,district/state,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,geological_group,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,formation,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,host_rock,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,ore_type,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,structural_notes,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,geological_age,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,metamorphic_grade,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,label_status,Roy 1961 Proc. Natl. Inst. Sci. India 27A:108-114,,2026-09-05,REAL
8,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
9,latitude/longitude,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,district/state,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,geological_group,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,formation,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,host_rock,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,ore_type,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,structural_notes,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,geological_age,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,metamorphic_grade,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,label_status,"Roy & Mitra 1962, Genesis of Mn Orebodies of Chikla-Sitasaongi Area",,2026-09-05,REAL
9,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
10,latitude/longitude,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,district/state,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,geological_group,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,formation,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,host_rock,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,ore_type,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,structural_notes,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,geological_age,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,metamorphic_grade,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,label_status,Roy & Mitra 1962; Wikipedia (MOIL),https://en.wikipedia.org/wiki/MOIL,2026-09-05,REAL
10,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
11,latitude/longitude,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,district/state,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,geological_group,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,formation,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,host_rock,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,ore_type,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,structural_notes,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,geological_age,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,metamorphic_grade,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,label_status,Roy 1959 Econ Geol 54:1556-1574; Wikipedia (Dongri Buzurg railway station); MOIL,https://en.wikipedia.org/wiki/Dongri_Buzurg_railway_station,2026-09-05,REAL
11,distance_to_nearest_known_mn_km,not applicable (positive sample),,2026-09-05,NOT_APPLICABLE
12,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
12,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
12,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
13,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
13,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
13,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
14,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
14,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
14,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
15,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
15,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
15,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
16,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
16,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
16,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
17,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
17,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
17,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
18,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
18,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
18,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
19,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
19,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
19,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
20,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
20,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
20,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
21,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
21,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
21,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
22,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
22,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
22,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
23,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
23,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
23,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
24,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
24,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
24,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
25,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
25,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
25,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
26,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
26,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
26,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
27,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
27,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
27,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
28,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
28,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
28,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
29,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
29,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
29,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
30,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
30,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
30,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
31,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
31,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
31,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
32,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
32,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
32,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
33,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
33,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
33,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
34,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
34,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
34,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
35,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
35,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
35,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
36,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
36,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
36,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
37,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
37,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
37,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
38,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
38,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
38,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
39,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
39,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
39,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
40,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
40,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
40,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
41,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
41,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
41,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
42,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
42,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
42,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
43,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
43,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
43,label_status,"No documented occurrence found - treated as UNLABELLED, not negative",,2026-09-05,REAL
44,latitude/longitude,"Generated regular grid, this session (real coordinates, no attribute fabricated)",,2026-09-05,REAL_DERIVED
44,distance_to_nearest_known_mn_km,Haversine distance computed from documented positive coordinates above,,2026-09-05,DERIVED
