latitude,longitude,raw_model_score,prospectivity_score,prospectivity_class,geological_group,geological_formation,stratigraphic_unit,lithology
21.909779419435775,85.30590827856551,0.0006,44.2,MODERATE,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.043566225656303,85.49849936772183,0.0004,16.2,VERY LOW,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
21.89276173097534,85.55942580408774,0.6341,88.3,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
21.896781236111057,85.48699388851598,0.0005,37.4,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
21.96671221876076,85.52927317423487,0.0006,42.3,MODERATE,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
22.036316495381023,85.2249917271476,0.0425,57.8,MODERATE,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite
22.164231674122956,85.4344118592414,0.0529,59.7,MODERATE,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite
21.95883884945189,85.23239920644356,0.0003,9.2,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Colluvium,Alluvium/Colluvium
22.04034949022881,85.25350296685441,0.0622,61.1,HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
22.19333458156583,85.280929756009,0.494,84.4,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
21.930530349566823,85.53927691082365,0.9403,99.6,VERY HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
22.066580918963812,85.2714771174658,0.3238,78.8,HIGH,Iron Ore Group,BIF-associated sequence,BIF,Ferruginous metasediment
21.89071522480837,85.34391088854355,0.0004,16.8,VERY LOW,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Laterite,Laterite
21.925699404028425,85.59878199673234,0.2168,73.8,HIGH,Iron Ore Group,Shale-Quartzite sequence,Quartzite,Quartzite
22.195425414860125,85.64526089133352,0.0003,11.5,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock
22.068578617469427,85.37920592293892,0.2492,75.5,HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
22.153273542704245,85.44318459858731,0.2325,74.6,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.860596966486884,85.48829417390694,0.0006,44.4,MODERATE,Older Metamorphic Complex,Metasedimentary sequence,Metasediment,Schist/Metasediment
22.19237522996364,85.58084663845638,0.1189,67.4,HIGH,Iron Ore Group,Shale-Quartzite sequence,Ferruginous shale,Ferruginous metasediment
22.078641602502735,85.4484131103293,0.0354,56.5,MODERATE,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
22.00859841452712,85.20534517089875,0.0446,58.3,MODERATE,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
22.136530903949247,85.36032475125225,0.0534,59.7,MODERATE,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
22.113153996905428,85.58872872015556,0.0006,42.9,MODERATE,Granite-Gneiss Complex,Granite-Gneiss,Gneiss,Felsic crystalline rock
21.85532464672382,85.5259849523708,0.8972,97.0,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
21.906201407309418,85.39527597141863,0.0005,35.4,LOW,Granite-Gneiss Complex,Granite-Gneiss,Granite,Felsic crystalline rock
22.1096481028243,85.57732663871994,0.9415,99.7,VERY HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
21.86844667281548,85.361468957077,0.3007,77.8,HIGH,Iron Ore Group,BIF-associated sequence,BIF,Ferruginous metasediment
21.8872116215458,85.5560892185134,0.0003,2.8,VERY LOW,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Alluvium,Alluvium/Colluvium
21.957499556523523,85.38830928216363,0.0003,2.7,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Metasediment,Schist/Metasediment
22.074963690650577,85.2762280256713,0.0007,46.4,MODERATE,Quaternary/Lateritic Cover,Lateritic cover,Laterite,Laterite
22.09835852912857,85.46052321289578,0.0004,24.3,LOW,Older Metamorphic Complex,Mica-schist sequence,Quartzite,Quartzite
21.86380123967663,85.35127236821174,0.0005,36.7,LOW,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
22.14930959130275,85.38820298152993,0.0005,35.0,LOW,Granite-Gneiss Complex,Gneissic terrain,Granite,Felsic crystalline rock
21.92274989322507,85.5736988042777,0.0006,41.4,MODERATE,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Laterite,Laterite
21.89775705003977,85.57710401200289,0.1332,68.5,HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
22.16667029298884,85.62698255254854,0.0302,55.4,MODERATE,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
21.961484814470385,85.39438752965037,0.0005,31.1,LOW,Older Metamorphic Complex,Mica-schist sequence,Schist,Schist/Metasediment
21.894860153226997,85.3912205873131,0.4758,83.8,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
21.865477557962663,85.63719922151155,0.0211,53.3,MODERATE,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
21.864798429546727,85.64897495779347,0.2501,75.5,HIGH,Iron Ore Group,Banded ferruginous unit,Ferruginous shale,Ferruginous metasediment
22.15604820868078,85.42238952155212,0.0002,1.3,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.171610801954547,85.28161358091371,0.0005,38.5,LOW,Granite-Gneiss Complex,Gneissic terrain,Pegmatitic unit,Felsic crystalline rock
21.919531468868765,85.38635153805718,0.5056,84.7,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
22.112890287053336,85.26143953823131,0.9594,100.0,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Ferruginous shale,Ferruginous metasediment
22.077470781449215,85.39283228379395,0.5526,86.1,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
22.186164497033985,85.63985501588886,0.0216,53.4,MODERATE,Iron Ore Group,Shale-Quartzite sequence,Quartzite,Quartzite
22.10417165887783,85.4732797443676,0.096,65.3,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
22.14638532775845,85.24878616998832,0.3321,79.1,HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
21.857366865441257,85.34453406457406,0.0003,11.0,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock
22.022466946999547,85.39527193215655,0.029,55.1,MODERATE,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite
21.902552060200826,85.25597732999096,0.0003,7.2,VERY LOW,Granite-Gneiss Complex,Granite-Gneiss,Pegmatitic unit,Felsic crystalline rock
21.874621982585698,85.55025572332978,0.0004,20.7,LOW,Granite-Gneiss Complex,Granite-Gneiss,Pegmatitic unit,Felsic crystalline rock
21.903954628816063,85.38629028717867,0.0004,24.8,LOW,Quaternary/Lateritic Cover,Lateritic cover,Laterite,Laterite
22.170303861904593,85.50470270874139,0.0006,39.7,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
21.938682636741188,85.50061467102522,0.6875,89.8,VERY HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
21.901350853045106,85.21067765273533,0.6861,89.7,VERY HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
22.175477401010156,85.20136561235876,0.1575,70.2,HIGH,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
21.97620275868904,85.34590608028297,0.0006,40.2,MODERATE,Granite-Gneiss Complex,Granite-Gneiss,Pegmatitic unit,Felsic crystalline rock
22.013212453144295,85.47429049031079,0.0004,21.4,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.166350983434462,85.40897973555587,0.3487,79.7,HIGH,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
21.99719964657974,85.38096645759073,0.0005,37.0,LOW,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Laterite,Laterite
21.992014423662155,85.55437987072327,0.5805,86.9,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
21.988961121328828,85.34826056977815,0.7588,91.5,VERY HIGH,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
22.149902120572087,85.25612541777448,0.2006,72.9,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
22.17687312780509,85.51984071621128,0.0005,31.6,LOW,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock
21.976092246215472,85.43008375927096,0.7011,90.2,VERY HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.949727772469924,85.43280239284412,0.5685,86.6,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
22.177056116197953,85.2251270079778,0.0253,54.2,MODERATE,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
22.140691572186373,85.32957644362405,0.0005,39.2,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.064648921872426,85.2043561552295,0.0003,4.9,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.19727218233588,85.6232564757968,0.0006,40.7,MODERATE,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.13262486302959,85.42926555163656,0.274,76.7,HIGH,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
22.074205065336905,85.21707361412952,0.0049,49.4,MODERATE,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
21.944299602450492,85.6197373610288,0.0005,31.8,LOW,Older Metamorphic Complex,Metasedimentary sequence,Metasediment,Schist/Metasediment
22.005557779638583,85.28761466925975,0.0003,11.4,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Granite,Felsic crystalline rock
22.184127053371327,85.31322003890548,0.0006,43.0,MODERATE,Granite-Gneiss Complex,Granite-Gneiss,Pegmatitic unit,Felsic crystalline rock
21.920937639227507,85.43106446659321,0.0003,10.0,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Metasediment,Schist/Metasediment
22.180536340872827,85.47748351674221,0.0533,59.7,MODERATE,Iron Ore Group,BIF-associated sequence,BIF,Ferruginous metasediment
21.952820584252443,85.29690336645766,0.2426,75.1,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.987403273116943,85.63448409876142,0.8098,92.8,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
22.16903427656926,85.57056863048807,0.2605,76.0,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.904881890070858,85.49414044368018,0.0187,52.6,MODERATE,Iron Ore Group,BIF-associated sequence,Quartzite,Quartzite
21.87355479142658,85.2850880814674,0.0243,53.9,MODERATE,Iron Ore Group,BIF-associated sequence,BIF,Ferruginous metasediment
22.100680377897874,85.25306458970783,0.0006,43.4,MODERATE,Granite-Gneiss Complex,Gneissic terrain,Granite,Felsic crystalline rock
22.17721839471999,85.33843688960862,0.7047,90.2,VERY HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
22.14842470289641,85.27514984195605,0.0004,24.0,LOW,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Alluvium,Alluvium/Colluvium
21.95189547838166,85.30003042747632,0.2686,76.3,HIGH,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
22.16268492305636,85.35974602282703,0.0004,18.0,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Granite,Felsic crystalline rock
22.14335129934956,85.24411874201179,0.0003,4.1,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Alluvium,Alluvium/Colluvium
22.05261656795874,85.3952487808575,0.0006,44.1,MODERATE,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Alluvium,Alluvium/Colluvium
21.94478703567719,85.41434591322279,0.4674,83.5,VERY HIGH,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
22.101698431408085,85.51233475706596,0.0005,32.1,LOW,Granite-Gneiss Complex,Granite-Gneiss,Granite,Felsic crystalline rock
22.08050465645618,85.47466809221645,0.6326,88.3,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
22.177128693615423,85.32497719611865,0.1513,69.7,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.869351785712805,85.2089187923377,0.0005,28.6,LOW,Granite-Gneiss Complex,Gneissic terrain,Pegmatitic unit,Felsic crystalline rock
21.933775919034677,85.26975862853064,0.0004,15.4,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock
22.12621253412596,85.20977915584356,0.0004,24.4,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.11347778942609,85.20908408679895,0.8465,94.1,VERY HIGH,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
21.8667928254378,85.56474290569052,0.0003,11.2,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Schist,Schist/Metasediment
22.166954338386223,85.37005751300256,0.0317,55.7,MODERATE,Iron Ore Group,Shale-Quartzite sequence,Quartzite,Quartzite
21.9243212308661,85.30001246299653,0.0007,45.0,MODERATE,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
21.976341562784743,85.49559066873168,0.3846,80.9,VERY HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
22.041567895767013,85.22381586392069,0.0004,17.0,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Colluvium,Alluvium/Colluvium
21.9023598086746,85.47737842474186,0.0006,42.6,MODERATE,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Colluvium,Alluvium/Colluvium
22.099819317052695,85.3776635478217,0.0003,12.3,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Granite,Felsic crystalline rock
21.85752166908441,85.5041410817579,0.0004,21.4,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.00044840281718,85.610292635688,0.0004,17.2,VERY LOW,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock
22.087980687540103,85.58121530689756,0.0003,5.6,VERY LOW,Older Metamorphic Complex,Mica-schist sequence,Quartzite,Quartzite
21.853206111438908,85.34431372347956,0.0224,53.5,MODERATE,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
21.90446150357365,85.23625753381206,0.0006,43.9,MODERATE,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Colluvium,Alluvium/Colluvium
21.881110315788717,85.57734754956715,0.0508,59.3,MODERATE,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
22.093507529154422,85.64888068717644,0.0076,50.0,MODERATE,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite
22.15962410989746,85.4840907766337,0.0004,12.7,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Metasediment,Schist/Metasediment
22.060463234691845,85.406659441885,0.1098,66.5,HIGH,Iron Ore Group,BIF-associated sequence,BIF,Ferruginous metasediment
22.040593931751463,85.43863770014711,0.0002,1.6,VERY LOW,Older Metamorphic Complex,Mica-schist sequence,Schist,Schist/Metasediment
22.197220930022887,85.24839317022798,0.0004,22.1,LOW,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
22.172320354961364,85.61175791571972,0.9293,99.1,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
22.143882989282815,85.51316110693574,0.2747,76.7,HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
22.12777608074185,85.2152539254427,0.0723,62.5,HIGH,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
22.104506700792943,85.64330687235584,0.0005,39.4,LOW,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.09327210528475,85.24739707866622,0.0003,11.4,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Colluvium,Alluvium/Colluvium
21.93649205036997,85.51961080824852,0.0703,62.2,HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
22.066641015163466,85.58539437204901,0.2139,73.6,HIGH,Iron Ore Group,Banded ferruginous unit,BIF,Ferruginous metasediment
22.097438195244493,85.55390166694916,0.4394,82.6,VERY HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.979365341331555,85.43681421123635,0.5325,85.5,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
21.88355563904301,85.3550934780622,0.2094,73.4,HIGH,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
22.170175144563313,85.53070544122102,0.0005,31.9,LOW,Granite-Gneiss Complex,Granite-Gneiss,Gneiss,Felsic crystalline rock
22.13265539677569,85.61050560589732,0.0004,22.0,LOW,Granite-Gneiss Complex,Granite-Gneiss,Gneiss,Felsic crystalline rock
21.95778441069764,85.20429038130304,0.0292,55.1,MODERATE,Iron Ore Group,Banded ferruginous unit,Quartzite,Quartzite
22.10357772517525,85.63171662971398,0.0004,21.9,LOW,Older Metamorphic Complex,Mica-schist sequence,Quartzite,Quartzite
21.92576329585908,85.26605134212433,0.0004,20.1,LOW,Granite-Gneiss Complex,Granite-Gneiss,Granite,Felsic crystalline rock
21.874790378953627,85.59858721023151,0.1311,68.4,HIGH,Iron Ore Group,BIF-associated sequence,Manganiferous horizon,Manganiferous rock
22.196366300388267,85.33434690710055,0.0321,55.7,MODERATE,Iron Ore Group,Shale-Quartzite sequence,BIF,Ferruginous metasediment
22.070308545364657,85.33171406362288,0.0007,45.8,MODERATE,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
21.87997238586323,85.5934972988159,0.0004,28.0,LOW,Quaternary/Lateritic Cover,Lateritic cover,Laterite,Laterite
21.852848691264747,85.37154266661503,0.8712,95.4,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
21.96184194315622,85.62180523574598,0.4881,84.2,VERY HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
22.065181492901868,85.347287668886,0.0006,43.5,MODERATE,Granite-Gneiss Complex,Gneissic terrain,Granite,Felsic crystalline rock
22.076937451834844,85.20187236353894,0.0003,5.6,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Metasediment,Schist/Metasediment
21.90253880272238,85.54269478087394,0.0314,55.6,MODERATE,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
21.90743364987244,85.38526716105493,0.0738,62.7,HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
21.88112022969096,85.3290546391684,0.0005,35.9,LOW,Quaternary/Lateritic Cover,Lateritic cover,Alluvium,Alluvium/Colluvium
22.18637519454412,85.27529682258931,0.0038,49.3,MODERATE,Iron Ore Group,Banded ferruginous unit,Ferruginous shale,Ferruginous metasediment
21.98320228959631,85.62827612224802,0.0003,5.9,VERY LOW,Older Metamorphic Complex,Mica-schist sequence,Schist,Schist/Metasediment
22.057948465058065,85.28568833170415,0.5537,86.1,VERY HIGH,Iron Ore Group,BIF-associated sequence,BIF,Ferruginous metasediment
22.08115639537987,85.47123233325618,0.0004,14.5,VERY LOW,Older Metamorphic Complex,Mica-schist sequence,Quartzite,Quartzite
22.053813192687706,85.48424113123585,0.0492,59.1,MODERATE,Iron Ore Group,Shale-Quartzite sequence,Quartzite,Quartzite
21.964009696980433,85.24738843822787,0.0009,48.5,MODERATE,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
21.909416128170648,85.51318226093002,0.0004,19.9,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Alluvium,Alluvium/Colluvium
22.07132357808364,85.43227980990913,0.0004,26.2,LOW,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Alluvium,Alluvium/Colluvium
22.014526487626583,85.61080008481807,0.0585,60.6,HIGH,Iron Ore Group,Shale-Quartzite sequence,Quartzite,Quartzite
22.101317793162064,85.31579399877309,0.0005,37.7,LOW,Older Metamorphic Complex,Metasedimentary sequence,Schist,Schist/Metasediment
22.19006096967408,85.60874361267072,0.0002,1.4,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Colluvium,Alluvium/Colluvium
22.1483348276075,85.42560258067108,0.0653,61.6,HIGH,Iron Ore Group,BIF-associated sequence,Ferruginous shale,Ferruginous metasediment
22.039802677029765,85.57939833275913,0.9401,99.6,VERY HIGH,Iron Ore Group,Banded ferruginous unit,Manganiferous horizon,Manganiferous rock
21.897454904567716,85.34811941927246,0.0422,57.8,MODERATE,Iron Ore Group,Banded ferruginous unit,Ferruginous shale,Ferruginous metasediment
22.197300724517813,85.25950905614118,0.1596,70.3,HIGH,Iron Ore Group,Shale-Quartzite sequence,Manganiferous horizon,Manganiferous rock
22.15501312305546,85.24420365532636,0.0005,37.8,LOW,Older Metamorphic Complex,Mica-schist sequence,Metasediment,Schist/Metasediment
22.121057314578405,85.20512321916603,0.0004,14.3,VERY LOW,Older Metamorphic Complex,Metasedimentary sequence,Schist,Schist/Metasediment
22.07011663734729,85.4545271960587,0.0006,40.5,MODERATE,Older Metamorphic Complex,Metasedimentary sequence,Quartzite,Quartzite
22.16143019437834,85.56969764217966,0.0006,41.5,MODERATE,Quaternary/Lateritic Cover,Lateritic cover,Laterite,Laterite
22.03874458394927,85.50362848308849,0.0004,16.4,VERY LOW,Quaternary/Lateritic Cover,Lateritic cover,Alluvium,Alluvium/Colluvium
22.034963997663493,85.48341449943156,0.0005,36.0,LOW,Quaternary/Lateritic Cover,Alluvial/Colluvial cover,Alluvium,Alluvium/Colluvium
21.89852339975275,85.36876194603319,0.0006,40.7,MODERATE,Granite-Gneiss Complex,Gneissic terrain,Gneiss,Felsic crystalline rock
